framenum,time,Gaze_position_during_number_pres.ordinal,Gaze_position_during_number_pres.onset,Gaze_position_during_number_pres.offset,Gaze_position_during_number_pres.l/m/r/i/n,Trials.ordinal,Trials.onset,Trials.offset,Trials.number
2625,172227,,,,,,,,
2626,172260,,,,,,,,
2627,172293,,,,,,,,
2628,172326,,,,,,,,
2629,172359,,,,,,,,
2630,172392,,,,,,,,
2631,172425,,,,,,,,
2632,172458,,,,,,,,
2633,172491,,,,,,,,
2634,172524,,,,,,,,
2635,172557,,,,,,,,
2636,172590,,,,,,,,
2637,172623,,,,,,,,
2638,172656,,,,,,,,
2639,172689,,,,,,,,
2640,172722,,,,,,,,
2641,172755,,,,,,,,
2642,172788,,,,,,,,
2643,172821,,,,,,,,
2644,172854,,,,,,,,
2645,172887,,,,,,,,
2646,172920,,,,,,,,
2647,172953,,,,,,,,
2648,172986,,,,,,,,
2649,173019,,,,,,,,
2650,173052,,,,,,,,
2651,173085,,,,,,,,
2652,173118,,,,,,,,
2653,173151,,,,,,,,
2654,173184,,,,,,,,
2655,173217,,,,,,,,
2656,173250,,,,,,,,
2657,173283,,,,,,,,
2658,173316,,,,,,,,
2659,173349,,,,,,,,
2660,173382,,,,,,,,
2661,173415,,,,,,,,
2662,173448,,,,,,,,
2663,173481,,,,,,,,
2664,173514,,,,,,,,
2665,173547,,,,,6,173547,178068,438
2666,173580,,,,,6,173547,178068,438
2667,173613,,,,,6,173547,178068,438
2668,173646,,,,,6,173547,178068,438
2669,173679,,,,,6,173547,178068,438
2670,173712,,,,,6,173547,178068,438
2671,173745,619,173745,173777,l,6,173547,178068,438
2672,173778,620,173778,173810,l,6,173547,178068,438
2673,173811,621,173811,173843,l,6,173547,178068,438
2674,173844,622,173844,173876,l,6,173547,178068,438
2675,173877,623,173877,173909,l,6,173547,178068,438
2676,173910,624,173910,173942,l,6,173547,178068,438
2677,173943,625,173943,173975,l,6,173547,178068,438
2678,173976,626,173976,174008,l,6,173547,178068,438
2679,174009,627,174009,174041,l,6,173547,178068,438
2680,174042,628,174042,174074,l,6,173547,178068,438
2681,174075,629,174075,174107,l,6,173547,178068,438
2682,174108,630,174108,174140,l,6,173547,178068,438
2683,174141,631,174141,174173,l,6,173547,178068,438
2684,174174,632,174174,174206,l,6,173547,178068,438
2685,174207,633,174207,174239,l,6,173547,178068,438
2686,174240,634,174240,174272,l,6,173547,178068,438
2687,174273,635,174273,174305,l,6,173547,178068,438
2688,174306,636,174306,174338,l,6,173547,178068,438
2689,174339,637,174339,174371,l,6,173547,178068,438
2690,174372,638,174372,174404,l,6,173547,178068,438
2691,174405,639,174405,174437,l,6,173547,178068,438
2692,174438,640,174438,174470,l,6,173547,178068,438
2693,174471,641,174471,174503,l,6,173547,178068,438
2694,174504,642,174504,174536,l,6,173547,178068,438
2695,174537,643,174537,174569,l,6,173547,178068,438
2696,174570,644,174570,174602,l,6,173547,178068,438
2697,174603,645,174603,174635,l,6,173547,178068,438
2698,174636,646,174636,174668,l,6,173547,178068,438
2699,174669,647,174669,174701,l,6,173547,178068,438
2700,174702,648,174702,174734,l,6,173547,178068,438
2701,174735,649,174735,174767,l,6,173547,178068,438
2702,174768,650,174768,174800,l,6,173547,178068,438
2703,174801,651,174801,174833,l,6,173547,178068,438
2704,174834,652,174834,174866,l,6,173547,178068,438
2705,174867,653,174867,174899,l,6,173547,178068,438
2706,174900,654,174900,174932,l,6,173547,178068,438
2707,174933,655,174933,174965,l,6,173547,178068,438
2708,174966,656,174966,174998,l,6,173547,178068,438
2709,174999,657,174999,175031,l,6,173547,178068,438
2710,175032,658,175032,175064,l,6,173547,178068,438
2711,175065,659,175065,175097,l,6,173547,178068,438
2712,175098,660,175098,175130,l,6,173547,178068,438
2713,175131,661,175131,175163,l,6,173547,178068,438
2714,175164,662,175164,175196,l,6,173547,178068,438
2715,175197,663,175197,175229,l,6,173547,178068,438
2716,175230,664,175230,175262,l,6,173547,178068,438
2717,175263,665,175263,175295,l,6,173547,178068,438
2718,175296,666,175296,175328,l,6,173547,178068,438
2719,175329,667,175329,175361,m,6,173547,178068,438
2720,175362,668,175362,175394,m,6,173547,178068,438
2721,175395,669,175395,175427,m,6,173547,178068,438
2722,175428,670,175428,175460,m,6,173547,178068,438
2723,175461,671,175461,175493,m,6,173547,178068,438
2724,175494,672,175494,175526,m,6,173547,178068,438
2725,175527,673,175527,175559,m,6,173547,178068,438
2726,175560,674,175560,175592,m,6,173547,178068,438
2727,175593,675,175593,175625,m,6,173547,178068,438
2728,175626,676,175626,175658,m,6,173547,178068,438
2729,175659,677,175659,175691,m,6,173547,178068,438
2730,175692,678,175692,175724,l,6,173547,178068,438
2731,175725,679,175725,175757,l,6,173547,178068,438
2732,175758,680,175758,175790,l,6,173547,178068,438
2733,175791,681,175791,175823,l,6,173547,178068,438
2734,175824,682,175824,175856,l,6,173547,178068,438
2735,175857,683,175857,175889,l,6,173547,178068,438
2736,175890,684,175890,175922,l,6,173547,178068,438
2737,175923,685,175923,175955,l,6,173547,178068,438
2738,175956,686,175956,175988,l,6,173547,178068,438
2739,175989,687,175989,176021,l,6,173547,178068,438
2740,176022,688,176022,176054,l,6,173547,178068,438
2741,176055,689,176055,176087,l,6,173547,178068,438
2742,176088,690,176088,176120,l,6,173547,178068,438
2743,176121,691,176121,176153,l,6,173547,178068,438
2744,176154,692,176154,176186,l,6,173547,178068,438
2745,176187,693,176187,176219,l,6,173547,178068,438
2746,176220,694,176220,176252,l,6,173547,178068,438
2747,176253,695,176253,176285,l,6,173547,178068,438
2748,176286,696,176286,176318,l,6,173547,178068,438
2749,176319,697,176319,176351,l,6,173547,178068,438
2750,176352,698,176352,176384,l,6,173547,178068,438
2751,176385,699,176385,176417,l,6,173547,178068,438
2752,176418,700,176418,176450,l,6,173547,178068,438
2753,176451,701,176451,176483,l,6,173547,178068,438
2754,176484,702,176484,176516,l,6,173547,178068,438
2755,176517,703,176517,176549,l,6,173547,178068,438
2756,176550,704,176550,176582,l,6,173547,178068,438
2757,176583,705,176583,176615,l,6,173547,178068,438
2758,176616,706,176616,176648,l,6,173547,178068,438
2759,176649,707,176649,176681,l,6,173547,178068,438
2760,176682,708,176682,176714,l,6,173547,178068,438
2761,176715,709,176715,176747,l,6,173547,178068,438
2762,176748,710,176748,176780,l,6,173547,178068,438
2763,176781,711,176781,176813,l,6,173547,178068,438
2764,176814,712,176814,176846,l,6,173547,178068,438
2765,176847,713,176847,176879,l,6,173547,178068,438
2766,176880,714,176880,176912,l,6,173547,178068,438
2767,176913,715,176913,176945,l,6,173547,178068,438
2768,176946,716,176946,176978,l,6,173547,178068,438
2769,176979,717,176979,177011,l,6,173547,178068,438
2770,177012,718,177012,177044,l,6,173547,178068,438
2771,177045,719,177045,177077,l,6,173547,178068,438
2772,177078,720,177078,177110,l,6,173547,178068,438
2773,177111,721,177111,177143,l,6,173547,178068,438
2774,177144,722,177144,177176,l,6,173547,178068,438
2775,177177,723,177177,177209,l,6,173547,178068,438
2776,177210,724,177210,177242,l,6,173547,178068,438
2777,177243,725,177243,177275,l,6,173547,178068,438
2778,177276,726,177276,177308,l,6,173547,178068,438
2779,177309,727,177309,177341,l,6,173547,178068,438
2780,177342,728,177342,177374,l,6,173547,178068,438
2781,177375,729,177375,177407,i,6,173547,178068,438
2782,177408,730,177408,177440,i,6,173547,178068,438
2783,177441,731,177441,177473,i,6,173547,178068,438
2784,177474,732,177474,177506,i,6,173547,178068,438
2785,177507,733,177507,177539,i,6,173547,178068,438
2786,177540,734,177540,177572,m,6,173547,178068,438
2787,177573,735,177573,177605,m,6,173547,178068,438
2788,177606,736,177606,177638,m,6,173547,178068,438
2789,177639,737,177639,177671,m,6,173547,178068,438
2790,177672,738,177672,177704,m,6,173547,178068,438
2791,177705,739,177705,177737,m,6,173547,178068,438
2792,177738,740,177738,177770,m,6,173547,178068,438
2793,177771,741,177771,177803,m,6,173547,178068,438
2794,177804,742,177804,177836,m,6,173547,178068,438
2795,177837,743,177837,177869,m,6,173547,178068,438
2796,177870,744,177870,177902,m,6,173547,178068,438
2797,177903,745,177903,177935,m,6,173547,178068,438
2798,177936,746,177936,177968,m,6,173547,178068,438
2799,177969,747,177969,178001,m,6,173547,178068,438
2800,178002,748,178002,178034,m,6,173547,178068,438
2801,178035,749,178035,178067,m,6,173547,178068,438
2802,178068,,,,,6,173547,178068,438
2803,178101,,,,,,,,
2804,178134,,,,,,,,
2805,178167,,,,,,,,
2806,178200,,,,,,,,
2807,178233,,,,,,,,
2808,178266,,,,,,,,
2809,178299,,,,,,,,
2810,178332,,,,,,,,
2811,178365,,,,,,,,
2812,178398,,,,,,,,
2813,178431,,,,,,,,
2814,178464,,,,,,,,
2815,178497,,,,,,,,
2816,178530,,,,,,,,
2817,178563,,,,,,,,
2818,178596,,,,,,,,
2819,178629,,,,,,,,
2820,178662,,,,,,,,
2821,178695,,,,,,,,
2822,178728,,,,,,,,
2823,178761,,,,,,,,
2824,178794,,,,,,,,
2825,178827,,,,,,,,
2826,178860,,,,,,,,
2827,178893,,,,,,,,
2828,178926,,,,,,,,
2829,178959,,,,,,,,
2830,178992,,,,,,,,
2831,179025,,,,,,,,
2832,179058,,,,,,,,
2833,179091,,,,,,,,
2834,179124,,,,,,,,
2835,179157,,,,,,,,
2836,179190,,,,,,,,
2837,179223,,,,,,,,
2838,179256,,,,,,,,
2839,179289,,,,,,,,
2840,179322,,,,,,,,
2841,179355,,,,,,,,
2842,179388,,,,,,,,
2843,179421,,,,,,,,
2844,179454,,,,,,,,
2845,179487,,,,,,,,
2846,179520,,,,,,,,
2847,179553,,,,,,,,
2848,179586,,,,,,,,
2849,179619,,,,,,,,
2850,179652,,,,,,,,
2851,179685,,,,,,,,
2852,179718,,,,,,,,
2853,179751,,,,,,,,
2854,179784,,,,,,,,
2855,179817,,,,,,,,
2856,179850,,,,,,,,
2857,179883,,,,,,,,
2858,179916,,,,,,,,
2859,179949,,,,,,,,
2860,179982,,,,,,,,
2861,180015,,,,,,,,
2862,180048,,,,,,,,
2863,180081,,,,,,,,
2864,180114,,,,,,,,
2865,180147,,,,,,,,
2866,180180,,,,,,,,
2867,180213,,,,,,,,
2868,180246,,,,,,,,
2869,180279,,,,,,,,
2870,180312,,,,,,,,
2871,180345,,,,,,,,
2872,180378,,,,,,,,
2873,180411,,,,,,,,
2874,180444,,,,,,,,
2875,180477,,,,,,,,
2876,180510,,,,,,,,
2877,180543,,,,,,,,
2878,180576,,,,,,,,
2879,180609,,,,,,,,
2880,180642,,,,,,,,
2881,180675,,,,,,,,
2882,180708,,,,,,,,
2883,180741,,,,,,,,
2884,180774,,,,,,,,
2885,180807,,,,,,,,
2886,180840,,,,,,,,
2887,180873,,,,,,,,
2888,180906,,,,,,,,
2889,180939,,,,,,,,
2890,180972,,,,,,,,
2891,181005,,,,,,,,
2892,181038,,,,,,,,
2893,181071,,,,,,,,
2894,181104,,,,,,,,
2895,181137,,,,,,,,
2896,181170,,,,,,,,
2897,181203,,,,,,,,
2898,181236,,,,,,,,
2899,181269,,,,,,,,
2900,181302,,,,,,,,
2901,181335,,,,,,,,
2902,181368,,,,,,,,
2903,181401,,,,,,,,
2904,181434,,,,,,,,
2905,181467,,,,,,,,
2906,181500,,,,,,,,
2907,181533,,,,,,,,
2908,181566,,,,,,,,
2909,181599,,,,,,,,
2910,181632,,,,,,,,
2911,181665,,,,,,,,
2912,181698,,,,,,,,
2913,181731,,,,,,,,
2914,181764,,,,,,,,
2915,181797,,,,,,,,
2916,181830,,,,,,,,
2917,181863,,,,,,,,
2918,181896,,,,,,,,
2919,181929,,,,,,,,
2920,181962,,,,,,,,
2921,181995,,,,,,,,
2922,182028,,,,,,,,
2923,182061,,,,,,,,
2924,182094,,,,,,,,
2925,182127,,,,,,,,
2926,182160,,,,,,,,
2927,182193,,,,,,,,
2928,182226,,,,,,,,
2929,182259,,,,,,,,
2930,182292,,,,,,,,
2931,182325,,,,,,,,
2932,182358,,,,,,,,
2933,182391,,,,,,,,
2934,182424,,,,,,,,
2935,182457,,,,,,,,
2936,182490,,,,,,,,
2937,182523,,,,,,,,
2938,182556,,,,,,,,
2939,182589,,,,,,,,
2940,182622,,,,,,,,
2941,182655,,,,,,,,
2942,182688,,,,,,,,
2943,182721,,,,,,,,
2944,182754,,,,,,,,
2945,182787,,,,,,,,
2946,182820,,,,,,,,
2947,182853,,,,,,,,
2948,182886,,,,,,,,
2949,182919,,,,,,,,
2950,182952,,,,,,,,
2951,182985,,,,,,,,
2952,183018,,,,,,,,
2953,183051,,,,,,,,
2954,183084,,,,,,,,
2955,183117,,,,,,,,
2956,183150,,,,,,,,
2957,183183,,,,,,,,
2958,183216,,,,,,,,
2959,183249,,,,,,,,
2960,183282,,,,,,,,
2961,183315,,,,,,,,
2962,183348,,,,,,,,
2963,183381,,,,,,,,
2964,183414,,,,,,,,
2965,183447,,,,,,,,
2966,183480,,,,,,,,
2967,183513,,,,,,,,
2968,183546,,,,,,,,
2969,183579,,,,,,,,
2970,183612,,,,,,,,
2971,183645,,,,,,,,
2972,183678,,,,,,,,
2973,183711,,,,,,,,
2974,183744,,,,,,,,
2975,183777,,,,,,,,
2976,183810,,,,,,,,
2977,183843,,,,,,,,
2978,183876,,,,,,,,
2979,183909,,,,,,,,
2980,183942,,,,,,,,
2981,183975,,,,,,,,
2982,184008,,,,,,,,
2983,184041,,,,,,,,
2984,184074,,,,,,,,
2985,184107,,,,,,,,
2986,184140,,,,,,,,
2987,184173,,,,,,,,
2988,184206,,,,,,,,
2989,184239,,,,,,,,
2990,184272,,,,,,,,
2991,184305,,,,,,,,
2992,184338,,,,,,,,
2993,184371,,,,,,,,
2994,184404,,,,,,,,
2995,184437,,,,,,,,
2996,184470,,,,,,,,
2997,184503,,,,,,,,
2998,184536,,,,,,,,
2999,184569,,,,,,,,
3000,184602,,,,,,,,
3001,184635,,,,,,,,
3002,184668,,,,,,,,
3003,184701,,,,,,,,
3004,184734,,,,,,,,
3005,184767,,,,,,,,
3006,184800,,,,,,,,
3007,184833,,,,,,,,
3008,184866,,,,,,,,
3009,184899,,,,,,,,
3010,184932,,,,,,,,
3011,184965,,,,,,,,
3012,184998,,,,,,,,
3013,185031,,,,,,,,
3014,185064,,,,,,,,
3015,185097,,,,,,,,
3016,185130,,,,,,,,
3017,185163,,,,,,,,
3018,185196,,,,,,,,
3019,185229,,,,,,,,
3020,185262,,,,,,,,
3021,185295,,,,,,,,
3022,185328,,,,,,,,
3023,185361,,,,,,,,
3024,185394,,,,,,,,
3025,185427,,,,,,,,
3026,185460,,,,,,,,
3027,185493,,,,,,,,
3028,185526,,,,,,,,
3029,185559,,,,,,,,
3030,185592,,,,,,,,
3031,185625,,,,,,,,
3032,185658,,,,,,,,
3033,185691,,,,,,,,
3034,185724,,,,,,,,
3035,185757,,,,,,,,
3036,185790,,,,,,,,
3037,185823,,,,,,,,
3038,185856,,,,,,,,
3039,185889,,,,,,,,
3040,185922,,,,,,,,
3041,185955,,,,,,,,
3042,185988,,,,,,,,
3043,186021,,,,,,,,
3044,186054,,,,,,,,
3045,186087,,,,,,,,
3046,186120,,,,,,,,
3047,186153,,,,,,,,
3048,186186,,,,,,,,
3049,186219,,,,,,,,
3050,186252,,,,,,,,
3051,186285,,,,,,,,
3052,186318,,,,,,,,
3053,186351,,,,,,,,
3054,186384,,,,,,,,
3055,186417,,,,,,,,
3056,186450,,,,,,,,
3057,186483,,,,,,,,
3058,186516,,,,,,,,
3059,186549,,,,,,,,
3060,186582,,,,,,,,
3061,186615,,,,,,,,
3062,186648,,,,,,,,
3063,186681,,,,,,,,
3064,186714,,,,,,,,
3065,186747,,,,,,,,
3066,186780,,,,,,,,
3067,186813,,,,,,,,
3068,186846,,,,,,,,
3069,186879,,,,,,,,
3070,186912,,,,,,,,
3071,186945,,,,,,,,
3072,186978,,,,,,,,
3073,187011,,,,,,,,
3074,187044,,,,,,,,
3075,187077,,,,,,,,
3076,187110,,,,,,,,
3077,187143,,,,,,,,
3078,187176,,,,,,,,
3079,187209,,,,,,,,
3080,187242,,,,,,,,
3081,187275,,,,,,,,
3082,187308,,,,,,,,
3083,187341,,,,,,,,
3084,187374,,,,,,,,
3085,187407,,,,,,,,
3086,187440,,,,,,,,
3087,187473,,,,,,,,
3088,187506,,,,,,,,
3089,187539,,,,,,,,
3090,187572,,,,,,,,
3091,187605,,,,,,,,
3092,187638,,,,,,,,
3093,187671,,,,,,,,
3094,187704,,,,,,,,
3095,187737,,,,,,,,
3096,187770,,,,,,,,
3097,187803,,,,,,,,
3098,187836,,,,,,,,
3099,187869,,,,,,,,
3100,187902,,,,,,,,
3101,187935,,,,,,,,
3102,187968,,,,,,,,
3103,188001,,,,,,,,
3104,188034,,,,,,,,
3105,188067,,,,,,,,
3106,188100,,,,,,,,
3107,188133,,,,,,,,
3108,188166,,,,,,,,
3109,188199,,,,,,,,
3110,188232,,,,,,,,
3111,188265,,,,,,,,
3112,188298,,,,,,,,
3113,188331,,,,,,,,
3114,188364,,,,,,,,
3115,188397,,,,,,,,
3116,188430,,,,,,,,
3117,188463,,,,,,,,
3118,188496,,,,,,,,
3119,188529,,,,,,,,
3120,188562,,,,,,,,
3121,188595,,,,,,,,
3122,188628,,,,,,,,
3123,188661,,,,,,,,
3124,188694,,,,,,,,
3125,188727,,,,,,,,
3126,188760,,,,,,,,
3127,188793,,,,,,,,
3128,188826,,,,,,,,
3129,188859,,,,,,,,
3130,188892,,,,,,,,
3131,188925,,,,,,,,
3132,188958,,,,,,,,
3133,188991,,,,,,,,
3134,189024,,,,,,,,
3135,189057,,,,,,,,
3136,189090,,,,,,,,
3137,189123,,,,,,,,
3138,189156,,,,,,,,
3139,189189,,,,,,,,
3140,189222,,,,,,,,
3141,189255,,,,,,,,
3142,189288,,,,,,,,
3143,189321,,,,,,,,
3144,189354,,,,,,,,
3145,189387,,,,,,,,
3146,189420,,,,,,,,
3147,189453,,,,,,,,
3148,189486,,,,,,,,
3149,189519,,,,,,,,
3150,189552,,,,,,,,
3151,189585,,,,,,,,
3152,189618,,,,,,,,
3153,189651,,,,,,,,
3154,189684,,,,,,,,
3155,189717,,,,,,,,
3156,189750,,,,,,,,
3157,189783,,,,,,,,
3158,189816,,,,,,,,
3159,189849,,,,,,,,
3160,189882,,,,,,,,
3161,189915,,,,,,,,
3162,189948,,,,,,,,
3163,189981,,,,,,,,
3164,190014,,,,,,,,
3165,190047,,,,,,,,
3166,190080,,,,,,,,
3167,190113,,,,,,,,
3168,190146,,,,,,,,
3169,190179,,,,,,,,
3170,190212,,,,,,,,
3171,190245,,,,,,,,
3172,190278,,,,,,,,
3173,190311,,,,,,,,
3174,190344,,,,,,,,
3175,190377,,,,,,,,
3176,190410,,,,,,,,
3177,190443,,,,,,,,
3178,190476,,,,,,,,
3179,190509,,,,,,,,
3180,190542,,,,,,,,
3181,190575,,,,,,,,
3182,190608,,,,,,,,
3183,190641,,,,,,,,
3184,190674,,,,,,,,
3185,190707,,,,,,,,
3186,190740,,,,,,,,
3187,190773,,,,,,,,
3188,190806,,,,,,,,
3189,190839,,,,,,,,
3190,190872,,,,,,,,
3191,190905,,,,,,,,
3192,190938,,,,,,,,
3193,190971,,,,,,,,
3194,191004,,,,,,,,
3195,191037,,,,,,,,
3196,191070,,,,,,,,
3197,191103,,,,,,,,
3198,191136,,,,,,,,
3199,191169,,,,,,,,
3200,191202,,,,,,,,
3201,191235,,,,,,,,
3202,191268,,,,,,,,
3203,191301,,,,,,,,
3204,191334,,,,,,,,
3205,191367,,,,,,,,
3206,191400,,,,,,,,
3207,191433,,,,,,,,
3208,191466,,,,,,,,
3209,191499,,,,,,,,
3210,191532,,,,,,,,
3211,191565,,,,,,,,
3212,191598,,,,,,,,
3213,191631,,,,,,,,
3214,191664,,,,,,,,
3215,191697,,,,,,,,
3216,191730,,,,,,,,
3217,191763,,,,,,,,
3218,191796,,,,,,,,
3219,191829,,,,,,,,
3220,191862,,,,,,,,
3221,191895,,,,,,,,
3222,191928,,,,,,,,
3223,191961,,,,,,,,
3224,191994,,,,,,,,
3225,192027,,,,,,,,
3226,192060,,,,,,,,
3227,192093,,,,,,,,
3228,192126,,,,,,,,
3229,192159,,,,,,,,
3230,192192,,,,,,,,
3231,192225,,,,,,,,
3232,192258,,,,,,,,
3233,192291,,,,,,,,
3234,192324,,,,,,,,
3235,192357,,,,,,,,
3236,192390,,,,,,,,
3237,192423,,,,,,,,
3238,192456,,,,,,,,
3239,192489,,,,,,,,
3240,192522,,,,,,,,
3241,192555,,,,,,,,
3242,192588,,,,,,,,
3243,192621,,,,,,,,
3244,192654,,,,,,,,
3245,192687,,,,,,,,
3246,192720,,,,,,,,
3247,192753,,,,,,,,
3248,192786,,,,,,,,
3249,192819,,,,,,,,
3250,192852,,,,,,,,
3251,192885,,,,,,,,
3252,192918,,,,,,,,
3253,192951,,,,,,,,
3254,192984,,,,,,,,
3255,193017,,,,,,,,
3256,193050,,,,,,,,
3257,193083,,,,,,,,
3258,193116,,,,,,,,
3259,193149,,,,,,,,
3260,193182,,,,,,,,
3261,193215,,,,,,,,
3262,193248,,,,,,,,
3263,193281,,,,,,,,
3264,193314,,,,,,,,
3265,193347,,,,,,,,
3266,193380,,,,,,,,
3267,193413,,,,,,,,
3268,193446,,,,,,,,
3269,193479,,,,,,,,
3270,193512,,,,,,,,
3271,193545,,,,,,,,
3272,193578,,,,,,,,
3273,193611,,,,,,,,
3274,193644,,,,,,,,
3275,193677,,,,,,,,
3276,193710,,,,,,,,
3277,193743,,,,,,,,
3278,193776,,,,,,,,
3279,193809,,,,,,,,
3280,193842,,,,,,,,
3281,193875,,,,,,,,
3282,193908,,,,,,,,
3283,193941,,,,,,,,
3284,193974,,,,,,,,
3285,194007,,,,,,,,
3286,194040,,,,,,,,
3287,194073,,,,,,,,
3288,194106,,,,,,,,
3289,194139,,,,,,,,
3290,194172,,,,,,,,
3291,194205,,,,,,,,
3292,194238,,,,,,,,
3293,194271,,,,,,,,
3294,194304,,,,,,,,
3295,194337,,,,,,,,
3296,194370,,,,,,,,
3297,194403,,,,,,,,
3298,194436,,,,,,,,
3299,194469,,,,,,,,
3300,194502,,,,,,,,
3301,194535,,,,,,,,
3302,194568,,,,,,,,
3303,194601,,,,,,,,
3304,194634,,,,,,,,
3305,194667,,,,,,,,
3306,194700,,,,,,,,
3307,194733,,,,,,,,
3308,194766,,,,,,,,
3309,194799,,,,,,,,
3310,194832,,,,,,,,
3311,194865,,,,,,,,
3312,194898,,,,,,,,
3313,194931,,,,,,,,
3314,194964,,,,,,,,
3315,194997,,,,,,,,
3316,195030,,,,,,,,
3317,195063,,,,,,,,
3318,195096,,,,,,,,
3319,195129,,,,,,,,
3320,195162,,,,,,,,
3321,195195,,,,,,,,
3322,195228,,,,,,,,
3323,195261,,,,,,,,
3324,195294,,,,,,,,
3325,195327,,,,,,,,
3326,195360,,,,,,,,
3327,195393,,,,,,,,
3328,195426,,,,,,,,
3329,195459,,,,,,,,
3330,195492,,,,,,,,
3331,195525,,,,,,,,
3332,195558,,,,,,,,
3333,195591,,,,,,,,
3334,195624,,,,,,,,
3335,195657,,,,,7,195657,200211,368
3336,195690,,,,,7,195657,200211,368
3337,195723,,,,,7,195657,200211,368
3338,195756,,,,,7,195657,200211,368
3339,195789,,,,,7,195657,200211,368
3340,195822,,,,,7,195657,200211,368
3341,195855,,,,,7,195657,200211,368
3342,195888,,,,,7,195657,200211,368
3343,195921,,,,,7,195657,200211,368
3344,195954,,,,,7,195657,200211,368
3345,195987,750,195987,196019,l,7,195657,200211,368
3346,196020,751,196020,196052,l,7,195657,200211,368
3347,196053,752,196053,196085,l,7,195657,200211,368
3348,196086,753,196086,196118,l,7,195657,200211,368
3349,196119,754,196119,196151,l,7,195657,200211,368
3350,196152,755,196152,196184,l,7,195657,200211,368
3351,196185,756,196185,196217,l,7,195657,200211,368
3352,196218,757,196218,196250,l,7,195657,200211,368
3353,196251,758,196251,196283,l,7,195657,200211,368
3354,196284,759,196284,196316,l,7,195657,200211,368
3355,196317,760,196317,196349,l,7,195657,200211,368
3356,196350,761,196350,196382,l,7,195657,200211,368
3357,196383,762,196383,196415,l,7,195657,200211,368
3358,196416,763,196416,196448,l,7,195657,200211,368
3359,196449,764,196449,196481,l,7,195657,200211,368
3360,196482,765,196482,196514,l,7,195657,200211,368
3361,196515,766,196515,196547,l,7,195657,200211,368
3362,196548,767,196548,196580,l,7,195657,200211,368
3363,196581,768,196581,196613,n,7,195657,200211,368
3364,196614,769,196614,196646,n,7,195657,200211,368
3365,196647,770,196647,196679,n,7,195657,200211,368
3366,196680,771,196680,196712,n,7,195657,200211,368
3367,196713,772,196713,196745,n,7,195657,200211,368
3368,196746,773,196746,196778,n,7,195657,200211,368
3369,196779,774,196779,196811,n,7,195657,200211,368
3370,196812,775,196812,196844,n,7,195657,200211,368
3371,196845,776,196845,196877,n,7,195657,200211,368
3372,196878,777,196878,196910,n,7,195657,200211,368
3373,196911,778,196911,196943,n,7,195657,200211,368
3374,196944,779,196944,196976,n,7,195657,200211,368
3375,196977,780,196977,197009,n,7,195657,200211,368
3376,197010,781,197010,197042,n,7,195657,200211,368
3377,197043,782,197043,197075,n,7,195657,200211,368
3378,197076,783,197076,197108,n,7,195657,200211,368
3379,197109,784,197109,197141,n,7,195657,200211,368
3380,197142,785,197142,197174,n,7,195657,200211,368
3381,197175,786,197175,197207,n,7,195657,200211,368
3382,197208,787,197208,197240,n,7,195657,200211,368
3383,197241,788,197241,197273,n,7,195657,200211,368
3384,197274,789,197274,197306,n,7,195657,200211,368
3385,197307,790,197307,197339,n,7,195657,200211,368
3386,197340,791,197340,197372,n,7,195657,200211,368
3387,197373,792,197373,197405,n,7,195657,200211,368
